,name,id,type,lat,lon,nodes,geometry,area,source
53,,1040529469,way,33.7646705,35.9142812,"[9580663109, 9580663108, 9580663107, 9580663106, 9580663105, 9580663104, 9580663103, 9580663102, 9580663101, 9580663100, 9580663109]","POLYGON ((35.9149396 33.7657854, 35.9141055 33.7649648, 35.9131613 33.7639926, 35.9132954 33.7638722, 35.9131238 33.7636693, 35.9133303 33.7635556, 35.9139821 33.7642647, 35.9145561 33.7647173, 35.9146929 33.7647263, 35.9154385 33.7654331, 35.9149396 33.7657854))",0.019743940303639438,OSM
54,,1041186730,way,34.1786318,36.4098086,"[9585833072, 9585833071, 9585833070, 9585833069, 9585833068, 9585833072]","POLYGON ((36.4092815 34.178471, 36.4098904 34.1792054, 36.4103356 34.1787483, 36.4099359 34.1781714, 36.4097857 34.1780582, 36.4092815 34.178471))",0.009149469672278686,OSM
55,,1041186731,way,34.1641496,36.4260224,"[9585833079, 9585833078, 9585833077, 9585833076, 9585833075, 9585833074, 9585833073, 9585833079]","POLYGON ((36.4251199 34.1642772, 36.4265737 34.1648798, 36.4266729 34.1649275, 36.426925 34.1643782, 36.4268057 34.1637113, 36.425871 34.1634772, 36.4253747 34.1633717, 36.4251199 34.1642772))",0.026950787705275238,OSM
56,,1041196719,way,34.1953711,36.4243119,"[6645739701, 9585934431, 9585934430, 9585934429, 9585934428, 9585934427, 9585934426, 6645739799, 9585934425, 9585934424, 9585934423, 9585934422, 9585934421, 9585934420, 9585934419, 9585934418, 9585934417, 9585916416, 9641324707, 6645739701]","POLYGON ((36.4226831 34.1957327, 36.4234543 34.196283, 36.4241999 34.1965447, 36.425187 34.1968908, 36.4253747 34.1969529, 36.4255679 34.1967488, 36.4250529 34.1961987, 36.4259407 34.1955142, 36.4254713 34.1949297, 36.4249349 34.1947877, 36.4243823 34.1937893, 36.4237869 34.1939712, 36.4242321 34.1947744, 36.4242965 34.194943, 36.4240819 34.1951205, 36.423642 34.1945436, 36.4234382 34.1945303, 36.4229983 34.1950961, 36.4226831 34.195644, 36.4226831 34.1957327))",0.07666059313805358,OSM
57,,1041196720,way,34.1954826,36.4194601,"[9585934443, 9693249556, 9693249555, 9693249554, 9585934442, 9585934441, 9585934440, 9585934439, 9585934438, 9585934437, 9585934436, 6659828944, 9585934435, 9585934434, 9585934433, 6659742706, 6659742699, 9585934432, 9585934443]","POLYGON ((36.4188275 34.1968221, 36.4187846 34.1969019, 36.4191011 34.1970339, 36.4191815 34.1969152, 36.4194417 34.1969984, 36.4202383 34.1958015, 36.4207426 34.1951848, 36.4208284 34.1949629, 36.4197957 34.1944105, 36.4199084 34.194273, 36.4191735 34.1939313, 36.4186196 34.1945803, 36.4193344 34.1949518, 36.4190394 34.1952846, 36.4182562 34.194903, 36.4180919 34.1951721, 36.419022 34.1959303, 36.4187711 34.1963318, 36.4188275 34.1968221))",0.05900842343397211,OSM
58,,1041196721,way,34.1917881,36.4243941,"[9585934449, 9587718514, 9587718513, 9585934448, 9585934447, 9585934446, 9585934445, 9585934444, 9585934449]","POLYGON ((36.4237493 34.190812, 36.4241758 34.1913156, 36.4242402 34.1915508, 36.4245808 34.1917771, 36.4248839 34.1918525, 36.4252192 34.1920877, 36.4249402 34.1927643, 36.4235689 34.1926036, 36.4237493 34.190812))",0.025856120565394585,OSM
59,,1041201699,way,34.1953698,36.4387804,"[9585923073, 9585923072, 9585923071, 9585923070, 9587635180, 6673652916, 9585923069, 9585923068, 9585923073]","POLYGON ((36.4374876 34.1960678, 36.4379704 34.1967334, 36.4394968 34.1963347, 36.4401913 34.1941244, 36.4394446 34.1940062, 36.4386195 34.1954555, 36.4383039 34.1951762, 36.4373696 34.1958637, 36.4374876 34.1960678))",0.054320621102578924,OSM
60,,1041215315,way,34.5939348,36.2109602,"[9586094620, 9586094619, 9586094618, 9586094617, 9586072616, 9586072615, 9586072614, 9641338282, 9641338281, 9586072613, 9586072612, 9586072611, 9586072610, 9586072609, 9586072608, 9586094620]","POLYGON ((36.2105875 34.5942849, 36.2114739 34.5944252, 36.2115141 34.5942228, 36.2115148 34.5941534, 36.2116122 34.5939742, 36.2116179 34.593928, 36.2116328 34.5938406, 36.2116399 34.5938048, 36.2103732 34.5934443, 36.2103595 34.5934768, 36.2102804 34.5936788, 36.2103327 34.5938455, 36.2105647 34.5939074, 36.2105419 34.5939758, 36.2106505 34.5939979, 36.2105875 34.5942849))",0.011998980448819464,OSM
61,,1041217661,way,34.5985506,36.0980205,"[9586101354, 9586101353, 9643188549, 9586101352, 9586101351, 9586101350, 9586101354]","POLYGON ((36.0977188 34.5987835, 36.0973674 34.5981609, 36.0977919 34.5982056, 36.0986549 34.5983375, 36.0986736 34.598565, 36.0984671 34.5989403, 36.0977188 34.5987835))",0.009721180591007605,OSM
62,,1041365856,way,34.1236685,36.0384026,"[9587306721, 9587306720, 9587306719, 9587306718, 9587306717, 9587273016, 9587273015, 9587273014, 9587273013, 7414886360, 9587273012, 9587273001, 9587273000, 9587272999, 9587273011, 9587273010, 9587273009, 9587273008, 9587273007, 9587273006, 9587273005, 9587273004, 9587273003, 9587273002, 9587306721]","POLYGON ((36.037302 34.122349, 36.0377285 34.1224312, 36.0386002 34.1231117, 36.0386619 34.1233471, 36.03937 34.1239932, 36.0396114 34.1243374, 36.0398313 34.124928, 36.0398233 34.1249569, 36.0397294 34.124988, 36.0395256 34.1249458, 36.0393794 34.1249424, 36.0390461 34.1248619, 36.0389992 34.124802, 36.0388396 34.1241337, 36.0388765 34.1240843, 36.0386056 34.1237801, 36.0380664 34.1233804, 36.0380262 34.123407, 36.0374415 34.1231095, 36.0369916 34.122885, 36.0369738 34.1228472, 36.0369855 34.1226815, 36.0371317 34.1225466, 36.0372309 34.1225622, 36.037302 34.122349))",0.029940330649113205,OSM
63,,1041367052,way,34.1042705,36.2189258,"[9587315964, 9587315963, 9587315962, 9587315961, 9587315960, 9587315959, 9587315958, 9587315957, 9587315956, 9587315964]","POLYGON ((36.2182586 34.1052987, 36.2186462 34.1048556, 36.2194696 34.1044648, 36.2200114 34.1039873, 36.2201053 34.1038074, 36.2197687 34.1032244, 36.2188473 34.1036153, 36.2177463 34.1043715, 36.2181044 34.1053165, 36.2182586 34.1052987))",0.03416080124745455,OSM
64,,1041380785,way,34.0990655,36.2189811,"[9587398007, 9587398006, 9587398005, 9587398004, 9587398003, 9587398002, 9587398001, 9587398000, 9587397999, 9587397998, 9587397997, 9587397996, 9587397995, 9587397994, 9587397993, 9587397992, 9587397991, 9587397990, 9587398007]","POLYGON ((36.2188366 34.1000117, 36.2193523 34.0998324, 36.2195145 34.0999989, 36.2196493 34.0999584, 36.219715 34.0997752, 36.219595 34.0995486, 36.2199678 34.0994215, 36.2193462 34.0981194, 36.2190565 34.098206, 36.2190163 34.098397, 36.2191491 34.0987146, 36.2191156 34.0991011, 36.2186837 34.0992477, 36.2179944 34.0994353, 36.2181164 34.0996663, 36.2188366 34.0994553, 36.2190257 34.0997641, 36.2187789 34.0998807, 36.2188366 34.1000117))",0.020936128280590598,OSM
65,,1041380786,way,34.1007868,36.2206229,"[9587407918, 9587407917, 9587398016, 9587398015, 9587398014, 9587398013, 9587398012, 9587398011, 9587398010, 9587398009, 9587398008, 9587407918]","POLYGON ((36.2218541 34.1006647, 36.2215054 34.1001005, 36.2201804 34.1005514, 36.2199967 34.1005381, 36.2197982 34.1006114, 36.2198518 34.1008124, 36.2193918 34.1011378, 36.2195186 34.1013721, 36.2195876 34.1014731, 36.2202796 34.1011722, 36.2204741 34.1011455, 36.2218541 34.1006647))",0.021806664895087466,OSM
66,,1041396576,way,34.1757205,36.4363007,"[9587498890, 9665399654, 9665399653, 9587498889, 9587498888, 9587498887, 9587498886, 9587498885, 9587498884, 9587498883, 9587498882, 9587498881, 9587498880, 9587498879, 9587498890]","POLYGON ((36.4370866 34.1760533, 36.4369552 34.1760417, 36.4368452 34.1759785, 36.4367272 34.1759479, 36.4364094 34.1758792, 36.4356355 34.1759169, 36.4355993 34.1757371, 36.435429 34.1755308, 36.4354384 34.1754653, 36.4359413 34.1753887, 36.436347 34.1753876, 36.4370638 34.1754442, 36.4371724 34.175584, 36.4371456 34.1758525, 36.4370866 34.1760533))",0.012436162814046322,OSM
67,,1041425501,way,34.1894941,36.4178632,"[9587745825, 9587745824, 9587745823, 9587745822, 9587745821, 9587745820, 9587745819, 9587745818, 9587745825]","POLYGON ((36.4178163 34.1899556, 36.4181891 34.1897936, 36.4183339 34.1896117, 36.4183393 34.1895495, 36.4181972 34.1893144, 36.4176795 34.1890326, 36.4173871 34.1893321, 36.4173871 34.1894231, 36.4178163 34.1899556))",0.007824252102961816,OSM
68,,1041426982,way,34.1926489,36.4259394,"[9587766033, 9587766032, 9587766031, 9587766030, 9587766029, 9587766028, 9587766027, 9587766026, 9587766025, 9587766024, 9587766023, 9587766022, 9587766021, 9587766020, 9587766019, 9587718512, 9587718511, 9587718510, 9587718509, 9587766018, 9587766017, 9587718516, 9587718515, 9587766033]","POLYGON ((36.425879 34.1917926, 36.426217 34.1923938, 36.4265428 34.1928331, 36.4270739 34.1928886, 36.4269143 34.1931859, 36.4269586 34.1933367, 36.4266193 34.1934233, 36.4259393 34.1934033, 36.4255732 34.1935053, 36.4252111 34.1934676, 36.4252192 34.1933855, 36.4255156 34.1932613, 36.4255209 34.1931748, 36.4252406 34.1930971, 36.4249362 34.1930206, 36.4248048 34.1929185, 36.4248691 34.1927876, 36.4250502 34.1927777, 36.4251159 34.1927133, 36.4255759 34.1926578, 36.4258388 34.1925358, 36.4256805 34.192081, 36.425651 34.1918303, 36.425879 34.1917926))",0.02474334182842986,OSM
69,,1041428964,way,34.3614877,36.4856252,"[9587783210, 9587783209, 9587783208, 9587783207, 9587783206, 9587783205, 9587783204, 9587783203, 9587783202, 9587783210]","POLYGON ((36.4869529 34.3612065, 36.4863574 34.3619394, 36.4871594 34.3626214, 36.4864969 34.3631018, 36.4851183 34.3619195, 36.4847401 34.3614656, 36.4841634 34.3609763, 36.484091 34.360684, 36.485467 34.3598736, 36.4869529 34.3612065))",0.07030044047131609,OSM
70,,1041428965,way,34.3639055,36.4807154,"[9587784921, 9587784920, 9587784919, 9587784918, 9587784917, 9587783216, 9587783215, 9587783214, 9587783213, 9587783212, 9587783211, 9587784921]","POLYGON ((36.4804646 34.3620678, 36.4791557 34.3629136, 36.4811955 34.3656369, 36.4820364 34.3657432, 36.4822751 34.3656436, 36.4822403 34.3653004, 36.4816368 34.3642952, 36.4811218 34.3638613, 36.4808857 34.3632413, 36.4803064 34.3625195, 36.4806014 34.3622494, 36.4804646 34.3620678))",0.06484054015163122,OSM
71,,1041429987,way,34.352783,36.4995397,"[9587784134, 9587784133, 9587784132, 9587784131, 9587784130, 9587784129, 9587784128, 9587784127, 9587784126, 9587784125, 9587784134]","POLYGON ((36.499979 34.3538088, 36.4989609 34.353924, 36.4987693 34.3532575, 36.4988651 34.3524102, 36.4991004 34.3516419, 36.5003101 34.3516442, 36.500239 34.3520713, 36.5001377 34.352435, 36.500239 34.3529298, 36.5002198 34.3530812, 36.499979 34.3538088))",0.04299530631241363,OSM
72,,1041431709,way,34.3699932,36.5146074,"[9587804990, 9587804989, 9587804988, 9587804987, 9587804986, 9587804985, 9587804984, 9587804983, 9587804982, 9587804981, 9587804980, 9587804979, 9587804978, 9587804977, 9587804976, 9587804975, 9587804974, 9587804990]","POLYGON ((36.5149003 34.3682055, 36.5140869 34.367722, 36.5131188 34.3684338, 36.5124843 34.3703105, 36.5143716 34.3714284, 36.5141682 34.372026, 36.5145872 34.3722644, 36.5149044 34.3716466, 36.5160189 34.3705757, 36.5167306 34.3702198, 36.5164175 34.3699714, 36.5161368 34.3702433, 36.5152339 34.369686, 36.5140584 34.3709047, 36.5134686 34.3705102, 36.514093 34.3698102, 36.5142963 34.368887, 36.5149003 34.3682055))",0.09822478373464055,OSM
73,,1041432431,way,34.3959828,36.5347649,"[9587819991, 9587819990, 9587819989, 9587819988, 9587819987, 9587819986, 9587819985, 9587819984, 9587819983, 9587819982, 9587819981, 9587819980, 9587819991]","POLYGON ((36.5366341 34.3950984, 36.5346669 34.3942218, 36.5346316 34.394268, 36.5344158 34.3941738, 36.5341241 34.3943402, 36.5328958 34.3959357, 36.5341461 34.3966772, 36.5338058 34.3970556, 36.5339904 34.397172, 36.5340548 34.3971069, 36.535111 34.3977918, 36.5356526 34.3971994, 36.5366341 34.3950984))",0.1126832503417343,OSM
74,,1041454008,way,33.9023876,36.0958694,"[9587984917, 9668533793, 9587951616, 9587951615, 9587951614, 9587951613, 9587951612, 9587951611, 9587951610, 9587951609, 9587951608, 9587951607, 9587984917]","POLYGON ((36.0954604 33.9016596, 36.0952391 33.9017824, 36.0949668 33.9019424, 36.0953423 33.9024767, 36.0954443 33.9024299, 36.0955757 33.9026659, 36.0957339 33.9028551, 36.0956991 33.9029954, 36.0957822 33.9031156, 36.096772 33.9026414, 36.0962704 33.901791, 36.0957205 33.9020403, 36.0954604 33.9016596))",0.01968502982738542,OSM
75,,1041454009,way,33.9179696,36.0656315,"[9587984921, 9587984920, 9587984919, 9587984918, 9587984921]","POLYGON ((36.064505 33.917126, 36.0664791 33.9190803, 36.066758 33.9186707, 36.065197 33.9168589, 36.064505 33.917126))",0.022581478506278084,OSM
76,,1041454010,way,33.918012,36.0601088,"[9587984927, 9587984926, 9587984925, 9587984924, 9587984923, 9587984922, 9587984927]","POLYGON ((36.0591486 33.917727, 36.0598755 33.9185684, 36.0602986 33.9183608, 36.0604602 33.9182467, 36.0610691 33.9178605, 36.0607016 33.9174555, 36.0591486 33.917727))",0.017115286567357932,OSM
77,,1041456558,way,33.8770229,36.0372886,"[9588000738, 9588000737, 9588000736, 9588000735, 9588000734, 9588000733, 9588000732, 9588000731, 9588000738]","POLYGON ((36.0366476 33.8777066, 36.0367119 33.8772167, 36.0368836 33.8767089, 36.0370177 33.8764283, 36.037538 33.8761478, 36.0379296 33.8766154, 36.0376453 33.8774572, 36.0370392 33.8778981, 36.0366476 33.8777066))",0.02063345163623625,OSM
78,,1041456559,way,33.8837456,36.0257443,"[9588000742, 9588000741, 9588000740, 9588000739, 9588000742]","POLYGON ((36.0236227 33.8844358, 36.0274315 33.8827703, 36.027866 33.8829885, 36.0238051 33.8847209, 36.0236227 33.8844358))",0.022603302825476443,OSM
79,,1041464495,way,33.8247936,35.9322023,"[9588053179, 9588053178, 9588053177, 9588053176, 9588053175, 9588053174, 9588053173, 9588053172, 9588053171, 9588053170, 9588053169, 9588053168, 9588053167, 9588053179]","POLYGON ((35.9313869 33.8249006, 35.9316418 33.8247089, 35.9326959 33.8242232, 35.9327549 33.8242744, 35.9325939 33.824446, 35.9325322 33.8245129, 35.932543 33.8245931, 35.9326798 33.8246889, 35.9328756 33.8247268, 35.9330177 33.8247468, 35.9329775 33.8249407, 35.9326878 33.8249385, 35.9322211 33.825364, 35.9313869 33.8249006))",0.012343908806449167,OSM
80,,1041464496,way,33.8133749,35.9495127,"[9588053184, 9588053183, 9588053182, 9588053181, 9588053184]","POLYGON ((35.9478758 33.8147771, 35.9506559 33.811655, 35.9511495 33.8119714, 35.9482634 33.8150947, 35.9478758 33.8147771))",0.0339155715926192,OSM
81,,1041464497,way,33.8226829,35.9427481,"[9588053190, 9588053189, 9588053188, 9588053187, 9588053186, 9588053185, 9588053190]","POLYGON ((35.9419481 33.822708, 35.9425583 33.8231146, 35.9431002 33.8227481, 35.9435481 33.8223069, 35.9429419 33.8222512, 35.9426871 33.8222891, 35.9419481 33.822708))",0.010301548832270205,OSM
82,,1041464498,way,33.8261996,35.9450487,"[9588053195, 9588053194, 9588053193, 9588053192, 9588053191, 9588053195]","POLYGON ((35.9441569 33.8263801, 35.9446156 33.8269193, 35.9459406 33.8261372, 35.9458601 33.8257941, 35.9456778 33.8254799, 35.9441569 33.8263801))",0.01750292789020204,OSM
83,,1041468833,way,33.7991674,35.9433858,"[9588095885, 9588095884, 9588095883, 9588095882, 9588095881, 9588095880, 9588095879, 9588095878, 9588095885]","POLYGON ((35.9446907 33.7992187, 35.9438297 33.8000768, 35.9420809 33.7987862, 35.9421775 33.798735, 35.9423746 33.7987979, 35.9427575 33.7989568, 35.9434415 33.798258, 35.9438699 33.7985455, 35.9446907 33.7992187))",0.030570929072958466,OSM
84,Zahle Maallaqa Aradi,1041468834,way,33.8060851,35.9385259,"[9588095897, 9588095896, 9588095895, 9588095894, 9629513904, 9629513903, 9588095893, 9588095892, 9665386829, 9665386828, 9588095891, 9588095890, 9588095897]","POLYGON ((35.9379584 33.8064177, 35.9383969 33.8059842, 35.9381032 33.8057713, 35.9383339 33.805544, 35.9384281 33.8056127, 35.938549 33.805701, 35.9387416 33.8058416, 35.9388864 33.8057067, 35.9389042 33.8056912, 35.9390933 33.8058417, 35.9390755 33.8058572, 35.9382266 33.8066261, 35.9379584 33.8064177))",0.007529384304277865,OSM
85,Zahle Maallaqa Aradi,1041468835,way,33.8052459,35.9399647,"[9588095903, 9588095902, 9588095901, 9588095898, 9588095900, 9588095899, 9588095903]","POLYGON ((35.9386182 33.8063163, 35.938873 33.8065124, 35.9413111 33.8042948, 35.9407988 33.8039794, 35.9396937 33.8049746, 35.9398171 33.8051796, 35.9386182 33.8063163))",0.0220304672748625,OSM
86,Zahle Maallaqa Aradi,1041468836,way,33.8089127,35.9388127,"[9588095911, 9588095910, 9588095909, 9588095908, 9588095907, 9588095906, 9588095905, 9588095904, 9588095911]","POLYGON ((35.9375104 33.8098097, 35.9380764 33.8101797, 35.938983 33.8091679, 35.9391332 33.8092548, 35.9396173 33.8087366, 35.9395784 33.8087132, 35.9401149 33.808107, 35.9394148 33.8076457, 35.9375104 33.8098097))",0.032855255454778014,OSM
87,,1041476741,way,33.8126712,35.8972438,"[9588239855, 9588239854, 9588239853, 9588239852, 9588239851, 9588239850, 9588239855]","POLYGON ((35.8965585 33.8128071, 35.8974141 33.8134289, 35.8979291 33.8128339, 35.8975589 33.8119135, 35.8967409 33.8125241, 35.8968052 33.8125798, 35.8965585 33.8128071))",0.016202203881482864,OSM
88,,1041476742,way,33.8198257,35.9027423,"[9588239874, 9588239873, 9588239872, 9588239871, 9588239870, 9588239869, 9588239868, 9588239867, 9588239866, 9588239865, 9588239864, 9588239874]","POLYGON ((35.9017566 33.8203237, 35.902521 33.8209276, 35.9028429 33.8205599, 35.9027356 33.8204841, 35.9028563 33.820366, 35.9027249 33.8202992, 35.9029877 33.8200206, 35.9028053 33.8199003, 35.9036261 33.8191694, 35.903728 33.8190535, 35.9035322 33.8187237, 35.9017566 33.8203237))",0.019532022193738032,OSM
89,,1041476743,way,33.8233742,35.9176366,"[9588239880, 9588239879, 9588239878, 9588239877, 9588239876, 9588239875, 9588239880]","POLYGON ((35.9174904 33.822933, 35.9170747 33.8234723, 35.9180805 33.8238154, 35.9181315 33.8237241, 35.9179813 33.8236617, 35.9181985 33.823294, 35.9174904 33.822933))",0.0077856300005878405,OSM
90,,1041476744,way,33.8191638,35.9255813,"[9588239884, 9588239883, 9588239882, 9588239881, 9588239884]","POLYGON ((35.9260815 33.8197198, 35.9264758 33.8192095, 35.9254056 33.8186078, 35.9246868 33.8190201, 35.9260815 33.8197198))",0.013881789367844333,OSM
91,,1041476937,way,34.5865958,36.0486102,"[9588233348, 9588233347, 9588233346, 9588233345, 9588233344, 9588233343, 9588233348]","POLYGON ((36.0477921 34.5873107, 36.0476875 34.5858809, 36.0494551 34.5863999, 36.0495329 34.5867222, 36.0491869 34.5869966, 36.049201 34.5872224, 36.0477921 34.5873107))",0.02764569115476395,OSM
92,,1041482726,way,34.5846281,36.0200439,"[9588262558, 9594078074, 9594078073, 9594078072, 9594078071, 9594078070, 9594078069, 9594078068, 9594078067, 9594078066, 9588262557, 9588262556, 9588262555, 9588262554, 9588262553, 9588262552, 9588262551, 9588262550, 9588262549, 9588262548, 9588262547, 9588262546, 9588262545, 9588262544, 9588262543, 9588262542, 9594078075, 9594078076, 9594078077, 9588262584, 9588262583, 9588262582, 9665432250, 9665432251, 9588262581, 9588262580, 9588262579, 9588262578, 9588262558]","POLYGON ((36.0209358 34.5856768, 36.0210191 34.5855654, 36.0208885 34.5854579, 36.0207917 34.5855342, 36.0204631 34.585288, 36.0207411 34.5849724, 36.0208464 34.5850417, 36.0209602 34.5849446, 36.0212382 34.5850938, 36.021175 34.5851735, 36.0213105 34.5852822, 36.0214099 34.5852107, 36.0215306 34.5850451, 36.0211042 34.5848375, 36.0213482 34.5845174, 36.020667 34.584227, 36.0199629 34.5838648, 36.0197738 34.5840514, 36.0196745 34.5839896, 36.0195968 34.5840558, 36.0194439 34.5839476, 36.0193929 34.5839774, 36.0191488 34.583835, 36.0192387 34.5837599, 36.0190731 34.5836081, 36.0189716 34.5835177, 36.018774 34.5833564, 36.018595 34.5834916, 36.0186751 34.5835783, 36.0185572 34.5836442, 36.0202566 34.5852516, 36.0201932 34.5852952, 36.0202606 34.5853532, 36.0202475 34.5853656, 36.0206247 34.5856552, 36.0205432 34.5857327, 36.0207412 34.5858998, 36.0207823 34.5858776, 36.0209358 34.5856768))",0.03314725217066338,OSM
93,,1041482727,way,33.8093595,35.8952576,"[9588278688, 9588278687, 9588278686, 9588278685, 9588278688]","POLYGON ((35.8942759 33.8099256, 35.8951825 33.8103201, 35.8962393 33.8088915, 35.8953676 33.808399, 35.8942759 33.8099256))",0.026699784364489082,OSM
94,,1041482728,way,33.8053189,35.8878627,"[9588278692, 9588278691, 9588278690, 9588278689, 9588278692]","POLYGON ((35.8869642 33.80607, 35.8874524 33.8065202, 35.8887613 33.8046213, 35.8882865 33.8041176, 35.8869642 33.80607))",0.023185492187010007,OSM
95,,1041482729,way,33.8042747,35.8751705,"[9588278703, 9588278702, 9588278701, 9588278700, 9588278699, 9588278698, 9588278697, 9588278696, 9588278695, 9588278694, 9588278693, 9588278703]","POLYGON ((35.874441 33.8043984, 35.8749264 33.8045478, 35.8749935 33.8045767, 35.8753824 33.8046235, 35.8754602 33.8045166, 35.875833 33.8045411, 35.8759001 33.8044631, 35.8756909 33.8040374, 35.875538 33.8041355, 35.8754656 33.8042714, 35.8747253 33.8039259, 35.874441 33.8043984))",0.00859768616945002,OSM
96,,1041482730,way,33.7850328,35.8608911,"[9588278714, 9588278713, 9588278712, 9588278710, 9588278709, 9588278708, 9588278707, 9588278706, 9588278705, 9588278704, 9588278714]","POLYGON ((35.8598283 33.7860516, 35.8600268 33.7862054, 35.8610433 33.7853605, 35.8614819 33.7850417, 35.8613679 33.7847675, 35.8619539 33.7842369, 35.8615959 33.7838602, 35.8607268 33.7846181, 35.8610044 33.7850105, 35.8602668 33.7855946, 35.8598283 33.7860516))",0.017794550407808307,OSM
97,,1041486469,way,34.5708285,36.0184108,"[9588225315, 9588225314, 9588225313, 9651772873, 9588225312, 9651772874, 9588225311, 9588225315]","POLYGON ((36.0177755 34.571205, 36.0178775 34.570538, 36.018662 34.5704519, 36.0188022 34.5704541, 36.0190462 34.5705259, 36.0190435 34.5706822, 36.0189405 34.5711727, 36.0177755 34.571205))",0.012369324818865936,OSM
98,,1041486470,way,34.5626971,36.0177782,"[9588313022, 9588313021, 9588313020, 9588313019, 9588313018, 9588313017, 9588225316, 9588313022]","POLYGON ((36.0164425 34.5630704, 36.0188954 34.5629014, 36.019114 34.5625204, 36.0187411 34.5624056, 36.0178399 34.5623901, 36.0172713 34.5623238, 36.016468 34.5625381, 36.0164425 34.5630704))",0.022163582077922975,OSM
99,,1041490546,way,34.541914,36.0094108,"[9588337430, 9588337429, 9588337428, 9588337427, 9588337426, 9588337418, 9588337425, 9588337424, 9588337423, 9588337422, 9588337421, 9588337420, 9588337419, 9588337430]","POLYGON ((36.0087238 34.5415638, 36.0089283 34.5417814, 36.0088532 34.5419284, 36.0099877 34.5424652, 36.0100441 34.5423934, 36.0100655 34.5421902, 36.0100977 34.5418654, 36.0097061 34.5418102, 36.0092837 34.5416301, 36.0093132 34.5415826, 36.0091871 34.5415307, 36.0092193 34.5414688, 36.0090047 34.5413628, 36.0087238 34.5415638))",0.010299306821693032,OSM
100,,1041528817,way,33.8413823,36.022397,"[9588644440, 9588644439, 9588644438, 9588644437, 9588644436, 9588644435, 9588644434, 9588644433, 9588644432, 9588644431, 9588644430, 9588644429, 9588644428, 9588644427, 9588644426, 9588644425, 9588644424, 9588644423, 9588644422, 9588644421, 9588644420, 9588644419, 9588644418, 9588644417, 9588641016, 9588641015, 9588641014, 9588641013, 9588641012, 9588641011, 9588641010, 9588641009, 9588641008, 9588641007, 9588641006, 9588641005, 9588641004, 9588641003, 9588641002, 9588641001, 9588641000, 9588644440]","POLYGON ((36.0230809 33.8431567, 36.0230648 33.8419626, 36.022971 33.841878, 36.0214689 33.8420361, 36.0216486 33.842778, 36.0221288 33.8428047, 36.0222065 33.8432414, 36.022338 33.8434396, 36.0223299 33.8436602, 36.0224265 33.8438852, 36.0222548 33.8439364, 36.0221422 33.84358, 36.0218874 33.8429718, 36.021713 33.8429696, 36.0213268 33.8425062, 36.0212405 33.842094, 36.0207796 33.8421319, 36.0206884 33.8418913, 36.0208359 33.8418401, 36.0215896 33.8418334, 36.0229978 33.8416886, 36.0230488 33.8412364, 36.0228583 33.8411495, 36.0227698 33.8404188, 36.0227832 33.8396346, 36.0227269 33.8392269, 36.0230005 33.8388303, 36.0234672 33.8388281, 36.0234001 33.8392269, 36.0233894 33.8394764, 36.023486 33.8397705, 36.0233706 33.8402294, 36.0233787 33.8408955, 36.023663 33.8409445, 36.0236791 33.8413544, 36.0235584 33.8419715, 36.0235316 33.8425017, 36.0235798 33.8428203, 36.0234779 33.8430119, 36.0241055 33.8430832, 36.0240573 33.8432302, 36.0230809 33.8431567))",0.053233586433090244,OSM
101,,1041528818,way,33.8623021,36.0541073,"[9588644456, 9588644455, 9588644454, 9588644453, 9588644452, 9588644451, 9588644450, 9588644449, 9588644448, 9588644447, 9588644446, 9588644445, 9588644444, 9588644443, 9588644442, 9588644456]","POLYGON ((36.0553358 33.8612764, 36.0550784 33.8612753, 36.0546398 33.8616584, 36.0541087 33.8620415, 36.0533416 33.8624513, 36.0528105 33.86287, 36.0533577 33.8633288, 36.0539639 33.8629101, 36.054436 33.8626428, 36.05479 33.862429, 36.055246 33.8622776, 36.0553104 33.8622018, 36.0549456 33.8618989, 36.0553908 33.8614847, 36.0554042 33.8613945, 36.0553358 33.8612764))",0.027689149822083738,OSM
102,,1041530945,way,33.8238929,35.9974813,"[9588619094, 9588619093, 9588619092, 9588619091, 9588619090, 9588619089, 9588619094]","POLYGON ((35.9983443 33.823714, 35.9975973 33.8232171, 35.9966183 33.8241875, 35.9972057 33.8245686, 35.9978427 33.8241641, 35.9981029 33.8239513, 35.9983443 33.823714))",0.016717497399474823,OSM
103,,1041530946,way,33.8224127,35.9988686,"[9588619101, 9588619100, 9588619099, 9588619098, 9588619097, 9588619096, 9588619095, 9588619101]","POLYGON ((35.9976214 33.8232027, 35.9999174 33.8211259, 36.0001159 33.8212952, 35.9993809 33.8220395, 35.9993702 33.8222623, 35.9996411 33.8226389, 35.998359 33.8236996, 35.9976214 33.8232027))",0.029593838589373665,OSM
104,,1041536961,way,33.8156975,35.9506191,"[9588702643, 9588702642, 9588702641, 9588702640, 9588702639, 9588702638, 9588702637, 9588702636, 9588702635, 9588702632, 9588702634, 9588702633, 9588702643]","POLYGON ((35.9514539 33.8142445, 35.9509912 33.8146724, 35.9512246 33.8149588, 35.9494489 33.8164942, 35.9499787 33.8171505, 35.9517583 33.8156295, 35.9515116 33.8153332, 35.9516805 33.8152206, 35.9517892 33.8150312, 35.9516095 33.8147526, 35.9514002 33.8145075, 35.9515706 33.8143426, 35.9514539 33.8142445))",0.03549298913236389,OSM
