,name,id,type,lat,lon,nodes,geometry,area,source
105,,1041536962,way,33.8180679,35.9520682,"[9588702659, 9588702658, 9588702657, 9588702656, 9588702655, 9588702654, 9588702653, 9588702652, 9588702651, 9588702650, 9588702649, 9588702648, 9588702647, 9588702646, 9588702644, 9588702645, 9588702659]","POLYGON ((35.9523028 33.8164908, 35.9526461 33.8169989, 35.9518146 33.8177432, 35.9517878 33.8178769, 35.951246 33.8182869, 35.9509081 33.8185811, 35.9512514 33.8188842, 35.9514767 33.8192296, 35.9518576 33.8197309, 35.9532282 33.8192474, 35.9529492 33.8184786, 35.953192 33.8182719, 35.9526502 33.8176285, 35.9530297 33.8172953, 35.9528634 33.8169499, 35.9524839 33.816405, 35.9523028 33.8164908))",0.053736017365374866,OSM
106,,1041536963,way,33.8131782,35.9592229,"[9588702676, 9588702675, 9588702674, 9588702673, 9588702672, 9588702671, 9588702670, 9588702669, 9588702668, 9588702667, 9588702666, 9588702665, 9588702676]","POLYGON ((35.9575438 33.8132216, 35.9589386 33.8116639, 35.959636 33.8121586, 35.9597379 33.8119915, 35.960902 33.812669, 35.9602046 33.8138434, 35.9603682 33.8139727, 35.9601912 33.8142044, 35.9596467 33.8139727, 35.9594831 33.8146925, 35.9593363 33.8146493, 35.9593919 33.8143983, 35.9575438 33.8132216))",0.07608618187824584,OSM
107,,1041539227,way,33.7980106,35.9655286,"[9588703376, 9588703375, 9588703374, 9588703373, 9588703372, 9588703371, 9588703376]","POLYGON ((35.962919 33.7978947, 35.9673983 33.8003866, 35.9681382 33.7986693, 35.9661967 33.797654, 35.9665185 33.7970031, 35.9639543 33.7956345, 35.962919 33.7978947))",0.16850530369850583,OSM
108,,1041542273,way,33.7521727,35.9135435,"[9588667809, 9588667808, 9588667807, 9588667806, 9588667805, 9588667804, 9588667803, 9588667802, 9588667801, 9588667800, 9588667799, 9588667809]","POLYGON ((35.9129897 33.7520757, 35.9132954 33.7525284, 35.913679 33.7529856, 35.9140974 33.7527893, 35.9139311 33.7523099, 35.9138104 33.752156, 35.9139633 33.7520378, 35.9136549 33.7516051, 35.9132954 33.7513598, 35.9130809 33.7515873, 35.9132874 33.7518906, 35.9129897 33.7520757))",0.014225837452764354,OSM
109,,1042053849,way,34.5473195,36.0519824,"[9592919888, 9592919887, 9592919886, 9592919885, 9592919884, 9592919883, 9592919888]","POLYGON ((36.0518745 34.5478967, 36.0512307 34.5477311, 36.0514775 34.5468054, 36.0525718 34.5467424, 36.0527341 34.5474239, 36.0520354 34.5474389, 36.0518745 34.5478967))",0.016558314350149834,OSM
110,,1042054252,way,34.1980821,36.4287302,"[9592955443, 9592955442, 9592955441, 9592955440, 9592955439, 9592955438, 9592955437, 9592955443]","POLYGON ((36.4280328 34.1982286, 36.4290065 34.1986767, 36.4291728 34.1983195, 36.4294276 34.1976495, 36.4287329 34.1974876, 36.4286658 34.1976207, 36.4282849 34.1975453, 36.4280328 34.1982286))",0.015531016453073343,OSM
111,,1042059247,way,34.0642566,36.1922881,"[9592986360, 9592986359, 9592986358, 9592986357, 9592986356, 9592986355, 9592986354, 9592986353, 9592986352, 9592986351, 9592986350, 9592986349, 9592986348, 9592986360]","POLYGON ((36.1899894 34.0640411, 36.190381 34.06453, 36.190955 34.0645922, 36.1910194 34.0650188, 36.191631 34.0650988, 36.192323 34.0648988, 36.1924571 34.0650632, 36.1927789 34.0649477, 36.1925965 34.0646988, 36.1940235 34.0644722, 36.1944848 34.0643744, 36.1945867 34.0642456, 36.1935461 34.0634145, 36.1899894 34.0640411))",0.06487323924331392,OSM
112,,1042060042,way,34.0178537,36.1295968,"[9592982708, 9592982707, 9592982706, 9592982705, 9592982708]","POLYGON ((36.1284596 34.0175669, 36.1291408 34.018723, 36.1307341 34.0181805, 36.1301923 34.0169844, 36.1284596 34.0175669))",0.03438380668593442,OSM
113,,1042060625,way,33.9773421,36.1315977,"[9593001744, 9593001743, 9593001742, 9593001741, 9593001740, 9593001739, 9593001744]","POLYGON ((36.1309487 33.9783319, 36.1303103 33.9776246, 36.1317158 33.9768372, 36.1318445 33.9764591, 36.132115 33.9763523, 36.1328852 33.9773354, 36.1309487 33.9783319))",0.03348328292184048,OSM
114,,1042062345,way,33.9640812,36.1194165,"[9593023729, 9593023728, 9593023727, 9593023726, 9593023725, 9593023724, 9593023723, 9593023722, 9593023721, 9593023720, 9593023719, 9593023729]","POLYGON ((36.1198577 33.965377, 36.1180311 33.9638176, 36.1185005 33.9636129, 36.1184657 33.9630768, 36.1190611 33.9627854, 36.1194634 33.9633615, 36.1193213 33.9634216, 36.1207187 33.9649922, 36.1208019 33.965248, 36.1202896 33.9653659, 36.120189 33.9652202, 36.1198577 33.965377))",0.04440743525116272,OSM
115,,1042199427,way,34.5868692,36.0213139,"[9594078065, 9594078064, 9594078063, 9594078062, 9594078061, 9594078060, 9594078059, 9594078058, 9594078057, 9594078056, 9594078065]","POLYGON ((36.0206527 34.5872195, 36.0214488 34.5869837, 36.0215456 34.5869768, 36.0220595 34.5867444, 36.0216172 34.586519, 36.0212045 34.5868623, 36.021057 34.5868866, 36.0209265 34.5870184, 36.0206948 34.587053, 36.0205684 34.5871051, 36.0206527 34.5872195))",0.004787190569828379,OSM
116,,1042353891,way,33.6335326,35.7339405,"[9595198809, 9595198810, 9595198811, 9595198812, 9595198813, 6694876223, 9595198814, 9595198815, 6694876245, 6694876241, 6694876240, 9595198816, 6694876232, 9595217517, 6694876236, 9558964304, 9595217518, 9595217519, 9595217520, 9595198788, 9595198787, 9595198786, 9595198785, 9595198784, 9595198783, 9595198782, 6349755621, 6694797991, 6694797992, 6694797993, 9595198809]","POLYGON ((35.7324423 33.6332075, 35.7329464 33.6329604, 35.7328895 33.6328927, 35.733292 33.6326625, 35.7332391 33.6327606, 35.7331441 33.632866, 35.7333123 33.6330044, 35.7336344 33.6335048, 35.7339221 33.6333943, 35.7341896 33.6337688, 35.7342708 33.6338052, 35.7344565 33.6338264, 35.7346971 33.6338459, 35.7348581 33.6338242, 35.7349969 33.63377, 35.7350646 33.6335889, 35.7354386 33.6336373, 35.7353816 33.6338946, 35.7353044 33.6341112, 35.7348528 33.6343909, 35.7344564 33.6343732, 35.7341167 33.6343732, 35.7337061 33.6344027, 35.7335292 33.6342907, 35.7334159 33.6340726, 35.7334159 33.6339194, 35.7332161 33.633637, 35.7330535 33.6336624, 35.7329092 33.6336726, 35.732785 33.6336814, 35.7324423 33.6332075))",0.02907194184699881,OSM
117,,1042638268,way,33.266075,35.6090733,"[9597395259, 9597395258, 9597395257, 9629649924, 9597395256, 9597395255, 9597395254, 9597395253, 9597395252, 9597395251, 9597395250, 9597395249, 9597395248, 9597395247, 9597395246, 9597395245, 9597395244, 9597395243, 9597395242, 9597395241, 9597395240, 9597395239, 9597395238, 9597395237, 9597395236, 9597395235, 9597395234, 9597395259]","POLYGON ((35.6100798 33.2669272, 35.6098223 33.267138, 35.6097284 33.2670797, 35.6096318 33.266898, 35.6095299 33.2667478, 35.6095004 33.2664876, 35.6094414 33.2662364, 35.6093127 33.266001, 35.6091383 33.2657722, 35.6089935 33.2657273, 35.6087655 33.2656107, 35.6086287 33.2655322, 35.6083095 33.2655457, 35.6081137 33.2655479, 35.6080667 33.2654773, 35.6082934 33.2653371, 35.6086448 33.2651958, 35.6088299 33.2650702, 35.6090283 33.2650119, 35.6090927 33.2652003, 35.6091893 33.2655233, 35.6093878 33.2657587, 35.6096747 33.265983, 35.6097499 33.2661804, 35.6097445 33.2663217, 35.6099591 33.2665728, 35.6100503 33.2668061, 35.6100798 33.2669272))",0.013880192296646953,OSM
118,,1042638497,way,33.3641618,35.606086,"[9597416468, 9597416467, 9597416466, 9597416465, 9597416464, 9597416463, 9597416462, 9597416461, 9597416460, 9597416459, 9597416458, 9597416457, 9597416456, 9661496855, 9597416455, 9661451403, 9661451402, 9597416454, 9597416453, 9597416452, 9597416451, 9597416450, 9597416449, 9597416448, 9597416468]","POLYGON ((35.6049138 33.3649794, 35.6048065 33.3648585, 35.6049192 33.3641775, 35.6049031 33.3635009, 35.6051606 33.3629588, 35.6052786 33.3629454, 35.6052464 33.363268, 35.6054825 33.3632859, 35.6062013 33.3633172, 35.6072795 33.3633576, 35.6073654 33.3634382, 35.6073385 33.36394, 35.607242 33.3642268, 35.6072535 33.3648167, 35.6072581 33.3650511, 35.6071628 33.3652076, 35.6071442 33.3652382, 35.6070971 33.3653155, 35.6068236 33.3653782, 35.6064641 33.3653065, 35.6062281 33.3648764, 35.6061315 33.3645941, 35.605858 33.36463, 35.6059062 33.3649436, 35.6049138 33.3649794))",0.06250739669659806,OSM
119,,1042639002,way,33.5346055,35.3677315,"[9597415245, 9597415244, 9597415243, 9597415242, 9597415241, 9597415240, 9697090727, 9597415239, 9597415238, 9597415237, 9597415236, 9597415235, 9597415245]","POLYGON ((35.3670327 33.5348318, 35.3675141 33.5345793, 35.3675866 33.5347111, 35.3681338 33.5344707, 35.3684771 33.534549, 35.3685147 33.5344484, 35.3683631 33.5344071, 35.3682142 33.5343791, 35.3676899 33.5344227, 35.3673908 33.5345021, 35.3670301 33.5346821, 35.3669482 33.5347525, 35.3670327 33.5348318))",0.003364234637756842,OSM
120,,1042639583,way,33.6192932,35.4559319,"[9597407877, 9597407876, 9597407875, 9597407874, 9597407873, 9597407872, 9597407871, 9597407870, 9597407869, 9597407868, 9597407877]","POLYGON ((35.455673 33.6196673, 35.4563302 33.619435, 35.456188 33.6192273, 35.4561076 33.6192317, 35.4558769 33.618928, 35.4558313 33.618919, 35.4556221 33.6190687, 35.4557589 33.6192005, 35.455614 33.619473, 35.4555336 33.6195668, 35.455673 33.6196673))",0.004417657063971917,OSM
121,,1042640571,way,33.7491141,35.8749037,"[9597356505, 9597356504, 9597356503, 9597356502, 9597356501, 9597356500, 9597356499, 9597356498, 9597356497, 9597356496, 9597356495, 9597356494, 9597356493, 9597356490, 9597356486, 9597356492, 9597356487, 9597356489, 9597356488, 9597356491, 9597356505]","POLYGON ((35.8754146 33.7506908, 35.8755541 33.7506016, 35.8755078 33.7505191, 35.8759752 33.7501957, 35.8758008 33.7495958, 35.8758008 33.7493995, 35.8756399 33.7487171, 35.8752725 33.7475373, 35.8750015 33.747622, 35.8745161 33.7479477, 35.8738884 33.7484272, 35.8738321 33.7485766, 35.8739555 33.7487884, 35.8741862 33.7489669, 35.8752269 33.7482643, 35.8752885 33.7482777, 35.8754039 33.748474, 35.8753502 33.7485297, 35.8743229 33.7492122, 35.8746985 33.7497898, 35.8754146 33.7506908))",0.04636571472534988,OSM
122,,1042640982,way,33.7531244,35.8784911,"[9597417693, 9597417692, 9597417691, 9597417690, 9597417689, 9597417688, 9597417687, 9597417686, 9597417685, 9597417684, 9597417683, 9597417693]","POLYGON ((35.8786332 33.7537405, 35.8788612 33.7535721, 35.8787674 33.7534561, 35.8792099 33.7531439, 35.8789471 33.7529677, 35.8786306 33.7527581, 35.8783677 33.7526399, 35.8780915 33.7525083, 35.8777723 33.7527559, 35.8780807 33.7530146, 35.8780271 33.7531573, 35.8786332 33.7537405))",0.012060182619442916,OSM
123,,1042641472,way,33.765937,35.8790664,"[9597440625, 9597440624, 9597440623, 9597440622, 9597440625]","POLYGON ((35.8796364 33.7665814, 35.8800495 33.7659303, 35.8785689 33.7652926, 35.8780834 33.7659326, 35.8796364 33.7665814))",0.018904209646156325,OSM
124,,1042642208,way,34.0827103,35.8313459,"[9597449720, 9597449719, 9597449718, 9597449717, 9597444116, 9597444115, 9597444114, 9597444113, 9597444112, 9597449720]","POLYGON ((35.8315685 34.083399, 35.8316597 34.0833634, 35.8316034 34.0827814, 35.8316571 34.0820217, 35.8313084 34.0820217, 35.8311072 34.0824082, 35.8310348 34.0825348, 35.8310321 34.0827081, 35.8313566 34.0833568, 35.8315685 34.083399))",0.009389152190180598,OSM
125,,1042642798,way,34.4923785,35.9832917,"[9597448595, 9597448594, 9597448593, 9597448592, 9597448591, 9597448590, 9597448589, 9597448588, 9597448587, 9597448586, 9597448585, 9597448584, 9597448583, 9597448595]","POLYGON ((35.9824696 34.4931036, 35.9827673 34.4930881, 35.9829846 34.4929489, 35.9830597 34.492845, 35.9836927 34.4925134, 35.9840146 34.492268, 35.9841138 34.4918347, 35.9838805 34.4918015, 35.9835586 34.4917573, 35.9828156 34.4916534, 35.9826493 34.4917021, 35.9825984 34.4918214, 35.9825233 34.492268, 35.9824696 34.4931036))",0.023058177106988095,OSM
126,,1042645971,way,33.634647,35.7832384,"[9597470011, 9665408389, 9597470010, 9597470009, 9597470008, 9597470007, 9597470006, 9597470005, 9629653202, 9597470004, 9597470003, 9629702968, 9597470002, 9629702971, 9597470001, 9597470000, 9597469999, 9597470011]","POLYGON ((35.7834805 33.6336393, 35.7835074 33.6338503, 35.7836817 33.6339598, 35.7842825 33.6346733, 35.7840545 33.6348051, 35.7838372 33.6348966, 35.7834953 33.6349938, 35.7832486 33.6351671, 35.7827606 33.6355111, 35.7825578 33.6356548, 35.7821944 33.6353723, 35.7825554 33.6346408, 35.78259 33.6345784, 35.782645 33.6345108, 35.782932 33.6341329, 35.7831774 33.6338883, 35.7833974 33.6336449, 35.7834805 33.6336393))",0.027871424470028636,OSM
127,,1042649890,way,33.6642614,35.8199968,"[9597478259, 9597478258, 9597478257, 9597478256, 9629583679, 9597478252, 9597478254, 9597478253, 9597478259]","POLYGON ((35.821234 33.6652109, 35.8214231 33.6649319, 35.8209108 33.6646048, 35.8202255 33.6641996, 35.8195187 33.6637476, 35.8187985 33.6633118, 35.8185705 33.6635924, 35.8202328 33.664635, 35.821234 33.6652109))",0.01680512457683211,OSM
128,,1042651883,way,33.6764725,35.8264562,"[9597472877, 9597472876, 9597472875, 9597472874, 9597472873, 9597472872, 9597472871, 9597472870, 9597472869, 9597472868, 9597472877]","POLYGON ((35.8270866 33.6782068, 35.8274567 33.677814, 35.8279556 33.6772694, 35.827446 33.676314, 35.8263798 33.6747851, 35.8261062 33.6749201, 35.8259533 33.6747382, 35.8257347 33.6748498, 35.8254504 33.6747694, 35.8249569 33.675265, 35.8270866 33.6782068))",0.07054318380598026,OSM
129,,1042651884,way,33.6751756,35.8219042,"[9597472893, 9597472892, 9597472878, 9597472879, 9597472880, 9597472881, 9597472891, 9597472883, 9597472890, 9597472889, 9597472888, 9597472887, 9597472886, 9597472885, 9597472884, 9597472882, 9597472893]","POLYGON ((35.8212259 33.6764993, 35.8220708 33.6762917, 35.8224651 33.6761578, 35.8228138 33.6759658, 35.8234414 33.6753118, 35.8234481 33.6750998, 35.82158 33.6755775, 35.8215237 33.6754123, 35.8222961 33.6752159, 35.8234602 33.6749234, 35.8233663 33.6746243, 35.8231062 33.6739659, 35.8221808 33.6742248, 35.8219126 33.673852, 35.8203482 33.6741957, 35.8209577 33.6758498, 35.8212259 33.6764993))",0.07822605539101916,OSM
130,,1042651885,way,33.6754837,35.8202443,"[9597472905, 9597472904, 9597472903, 9597472902, 9597472901, 9597472900, 9597472899, 9597472898, 9597472897, 9597472896, 9597472895, 9597472894, 9597472905]","POLYGON ((35.8208746 33.6758944, 35.8204186 33.6759882, 35.8203059 33.6756489, 35.8198124 33.6756757, 35.8196139 33.6754525, 35.8196676 33.67539, 35.820204 33.6752069, 35.8201986 33.6751266, 35.820542 33.6749792, 35.8207136 33.6753632, 35.820782 33.6754413, 35.820841 33.6756377, 35.8208746 33.6758944))",0.009617481618641234,OSM
131,,1042652467,way,33.7054842,35.850273,"[9692839593, 9692839587, 9692839580, 9692839591, 9692839594, 9692839597, 9692839600, 9597507615, 9692839588, 9597507614, 9692839596, 9692839579, 9597507613, 9692839589, 9597507612, 9644586549, 9644586545, 9597507611, 9597507610, 9644586540, 9644586541, 9644586554, 9644586555, 9692839599, 9692839586, 9692839585, 9692839607, 9692839584, 9692839583, 9692839595, 9692839590, 9692839592, 9692839598, 9692839593]","POLYGON ((35.851473 33.7055471, 35.851451 33.7054847, 35.8513317 33.7051545, 35.8511736 33.7048344, 35.8510572 33.70486, 35.8509009 33.7048953, 35.8505381 33.7049834, 35.8498162 33.7051891, 35.8496835 33.7052141, 35.8496574 33.7052259, 35.8494856 33.7054186, 35.8494475 33.7054652, 35.849416 33.7055204, 35.8493659 33.7055571, 35.8494395 33.7058418, 35.8492774 33.7058976, 35.8491885 33.705929, 35.849073 33.7059547, 35.8491531 33.7061341, 35.8492094 33.7061308, 35.8492723 33.7061141, 35.84941 33.70608, 35.8495786 33.7060355, 35.8496599 33.706014, 35.8497598 33.705988, 35.8498746 33.7059606, 35.8499866 33.7059344, 35.8502123 33.7058704, 35.8503256 33.7058405, 35.8504161 33.705818, 35.8505321 33.7057889, 35.8507246 33.7057397, 35.8510746 33.7056508, 35.851473 33.7055471))",0.02335686096639158,OSM
132,,1042653106,way,33.7451804,35.863576,"[9597512641, 9597512640, 9597512639, 9597512638, 9597512641]","POLYGON ((35.8624287 33.7462672, 35.8651069 33.7445153, 35.8647367 33.7440937, 35.8620452 33.7458947, 35.8624287 33.7462672))",0.02586365209761379,OSM
133,,1042654226,way,33.7625956,35.8897832,"[9597512186, 9695759803, 9597512185, 9597512184, 9597512183, 9597512182, 9597512181, 9597512180, 9597512179, 9597512178, 9597512177, 9597512176, 9597512175, 9597512174, 9597512166, 9597512167, 9597512173, 9597512172, 9597512168, 9597512171, 9597512170, 9597512169, 9597512186]","POLYGON ((35.8899575 33.7634107, 35.8900876 33.7632925, 35.8902553 33.7629848, 35.8906201 33.7626124, 35.8904377 33.7624964, 35.8909553 33.7618988, 35.8907971 33.7618252, 35.8894372 33.7617806, 35.8888552 33.7617806, 35.8887935 33.7619256, 35.8886191 33.7620973, 35.8888283 33.7622824, 35.8886111 33.7624942, 35.8888176 33.7626748, 35.8889759 33.7625722, 35.8891985 33.7627105, 35.8893165 33.7626347, 35.8894855 33.7627373, 35.8896142 33.762764, 35.8897966 33.7628621, 35.8898261 33.7629424, 35.8895954 33.7631788, 35.8899575 33.7634107))",0.031189454873171797,OSM
134,,1042654227,way,33.7647999,35.8888444,"[9597512201, 9597512200, 9597512199, 9697263465, 9597512198, 9597512197, 9597512196, 9597512195, 9597512194, 9597512193, 9697263444, 9697263443, 9597512192, 9597512191, 9597512190, 9597512189, 9597512187, 9597512201]","POLYGON ((35.887801 33.7653417, 35.8881175 33.7650206, 35.8885574 33.7645523, 35.8886761 33.7644659, 35.8887801 33.7643767, 35.8892173 33.7639503, 35.8898878 33.7643784, 35.8895928 33.7646683, 35.8897698 33.7648199, 35.889228 33.7654576, 35.8891194 33.7653952, 35.8890751 33.7654426, 35.889004 33.7654002, 35.8887881 33.7655959, 35.8886164 33.7656494, 35.8881363 33.765364, 35.8880033 33.7654884, 35.887801 33.7653417))",0.026147521083960745,OSM
135,Nahr el Bared Refugee Camp,4265333,,34.512557,35.963348,,"POLYGON ((35.9530162 34.5088906, 35.952394 34.5095537, 35.9541106 34.5118611, 35.9544002 34.5121706, 35.9547327 34.5124222, 35.9550438 34.5129351, 35.955827 34.5133949, 35.9568462 34.5138985, 35.9576402 34.514049, 35.9582946 34.5143143, 35.9588525 34.5146766, 35.9592066 34.5149861, 35.9594963 34.5154282, 35.9597107 34.5157639, 35.9601722 34.5164357, 35.9607301 34.5170103, 35.9614596 34.5176645, 35.9621249 34.5175587, 35.9624843 34.5175363, 35.9630153 34.5176559, 35.963498 34.5177837, 35.9639702 34.5178017, 35.9646408 34.5179077, 35.9663412 34.5176736, 35.9679129 34.5173331, 35.9682564 34.5171385, 35.9687767 34.517006, 35.9712819 34.516595, 35.9724834 34.5165506, 35.9734277 34.5166832, 35.9736636 34.5166479, 35.9738192 34.5165506, 35.9741518 34.5161663, 35.9743021 34.5160028, 35.9729074 34.5152248, 35.9721993 34.5141639, 35.9715448 34.5131119, 35.970826 34.5125903, 35.9700535 34.5120157, 35.9689699 34.5112642, 35.9674679 34.5099293, 35.9670173 34.5095226, 35.9664915 34.5093811, 35.96588 34.5092132, 35.9641634 34.5087181, 35.9641419 34.5072151, 35.9621142 34.5072064, 35.9620498 34.507781, 35.9619103 34.5084617, 35.961331 34.5087358, 35.9596574 34.5084574, 35.9585094 34.5083602, 35.9574258 34.5083867, 35.955516 34.5088995, 35.9543359 34.5090674, 35.9530162 34.5088906))",1.9235195253587938,Wikimapia
136,old section of Nahr el Bared Palestinian refugee camp,4265280,,34.5126501,35.9596279,,"POLYGON ((35.9574902 34.510608, 35.9569966 34.5108467, 35.9558379 34.5114434, 35.9551244 34.5118147, 35.9550278 34.5119628, 35.9549958 34.5125197, 35.9552372 34.5128468, 35.9560632 34.5133551, 35.9570986 34.5138281, 35.9582036 34.514058, 35.9584343 34.5141906, 35.9587026 34.5143232, 35.9595661 34.5151984, 35.9598987 34.5157067, 35.9600651 34.5154769, 35.9605801 34.5155742, 35.9612721 34.5160647, 35.9620231 34.5156536, 35.9619533 34.5152558, 35.9617603 34.5147652, 35.9615671 34.5147696, 35.9614921 34.5146635, 35.9614599 34.5145353, 35.9615564 34.5142392, 35.9616959 34.5139917, 35.9618247 34.5138458, 35.9619265 34.5137972, 35.9620231 34.5134966, 35.9623021 34.5135408, 35.9625005 34.513059, 35.9622591 34.513028, 35.9626722 34.5118081, 35.962522 34.5117108, 35.9638095 34.5112688, 35.96426 34.5109019, 35.9609609 34.5092355, 35.9602797 34.5094344, 35.9598774 34.5096597, 35.9590137 34.5099647, 35.9584612 34.5100974, 35.9581017 34.5103074, 35.9574902 34.510608))",0.4830668720580133,Wikimapia
137,مخيم البنيان المرصوص (ar),31042581,,34.1925878,36.4399819,,"POLYGON ((36.441221 34.1914774, 36.4401 34.1936018, 36.439719 34.1937315, 36.439322 34.1939977, 36.4387428 34.1938113, 36.4398103 34.191178, 36.441221 34.1914774))",0.05248914129142773,Wikimapia
138,مخيم البنيان (ar),30974194,,34.1955507,36.4249777,,"POLYGON ((36.4249347 34.1961808, 36.4253854 34.1957459, 36.425836 34.1955152, 36.4255034 34.1950981, 36.4247202 34.1949207, 36.4241194 34.1954353, 36.4242052 34.1957282, 36.4249347 34.1961808))",0.018701101439913288,Wikimapia
139,مخيم الشهداء,31042556,,34.1952335,36.4306694,,"POLYGON ((36.4307284 34.1957659, 36.4300203 34.1956926, 36.4304333 34.1943106, 36.4306962 34.1943904, 36.430723 34.1947143, 36.4310181 34.1954109, 36.4311039 34.1955707, 36.4313185 34.195899, 36.4310824 34.1961564, 36.4307284 34.1957659))",0.015927013159767477,Wikimapia
140,مخيم انصار ابنيان,31042973,,34.1981409,36.4286805,,"POLYGON ((36.4289769 34.1987199, 36.4290331 34.1985944, 36.4293765 34.197778, 36.4288615 34.1976217, 36.4282634 34.1975619, 36.4279845 34.1982695, 36.4289769 34.1987199))",0.01519296438435198,Wikimapia
141,مخيم ورد,31028378,,34.1953067,36.4233254,,"POLYGON ((36.4234005 34.1946811, 36.4238082 34.1949561, 36.4239906 34.1952135, 36.4239692 34.1955063, 36.4238941 34.195675, 36.4234542 34.1957992, 36.4232289 34.1959323, 36.4226603 34.1956128, 36.4234005 34.1946811))",0.014388018568012561,Wikimapia
142,مخيم الفهد,31042571,,34.1923061,36.4335634,,"POLYGON ((36.4339791 34.1916726, 36.4340327 34.1929506, 36.4336359 34.1930283, 36.4330941 34.1927354, 36.4333676 34.1925424, 36.4334212 34.1918857, 36.4334534 34.191584, 36.4339791 34.1916726))",0.013055273685993551,Wikimapia
143,مخيم اليباردة )البراء 2),32972390,,34.1912512,36.4213835,,"POLYGON ((36.4220379 34.1916106, 36.4221023 34.1911846, 36.4218877 34.1907942, 36.4212225 34.1909983, 36.4206647 34.191442, 36.4209221 34.1916017, 36.4216517 34.1917082, 36.4220379 34.1916106))",0.012598247238562949,Wikimapia
144,مخيم ابو اياد,31042949,,34.1953023,36.4202892,,"POLYGON ((36.4202677 34.19471, 36.4205251 34.1949117, 36.4208149 34.1950871, 36.4200853 34.1958946, 36.4197635 34.1957172, 36.420037 34.1952868, 36.4198493 34.1951714, 36.4202677 34.19471))",0.00894187361794626,Wikimapia
145,مخيم النور,31042945,,34.1944581,36.4192888,,"POLYGON ((36.4198306 34.1943782, 36.419219 34.1949284, 36.418747 34.1945579, 36.4191493 34.1939878, 36.4198306 34.1943782))",0.007728842064318991,Wikimapia
146,مخيم مساكن القلمون,31042953,,34.1967044,36.4189266,,"POLYGON ((36.4194738 34.1967221, 36.4192699 34.1971126, 36.4183795 34.1967842, 36.4186155 34.1962962, 36.4194738 34.1967221))",0.006996905854435602,Wikimapia
147,مخيم الانماء 1,31033642,,34.1999117,36.4367633,,"POLYGON ((36.4369859 34.1995829, 36.4371951 34.1998069, 36.4364463 34.2002406, 36.4363315 34.2001596, 36.4363341 34.1999467, 36.4369859 34.1995829))",0.0038617911944535226,Wikimapia
148,مخيم الغيث (ar),30988798,,34.1925047,36.4238887,,"POLYGON ((36.4242535 34.1923361, 36.4242051 34.1926666, 36.423524 34.1927132, 36.423583 34.1922962, 36.4242535 34.1923361))",0.0037813418524811956,Wikimapia
149,مخيم البابين 1-2 (ar),31042533,,34.1901124,36.4384813,,"POLYGON ((36.4372944 34.190723, 36.4378416 34.1894574, 36.438657 34.1896992, 36.4392283 34.1898567, 36.4393463 34.1895461, 36.4396682 34.1896304, 36.4395475 34.1899077, 36.4394429 34.1900231, 36.4395958 34.1901518, 36.438885 34.1904846, 36.4386248 34.1901429, 36.4387401 34.19056, 36.4382814 34.1907674, 36.4377986 34.1907585, 36.4372944 34.190723))",0.02783240583114235,Wikimapia
150,مخيم الوفاء العماني,31028831,,34.1782734,36.4430182,,"POLYGON ((36.442986 34.1790811, 36.4437531 34.1788459, 36.4437531 34.1786639, 36.443281 34.1778518, 36.4435117 34.1777586, 36.443383 34.1774657, 36.4431147 34.177652, 36.4429645 34.1775544, 36.4422833 34.1786728, 36.442986 34.1790811))",0.02005919793168422,Wikimapia
151,مخيم acu,31042912,,34.1906865,36.4224645,,"POLYGON ((36.4232128 34.1905301, 36.4226388 34.1911291, 36.4225155 34.1912489, 36.4224725 34.191311, 36.4224994 34.1915839, 36.4221882 34.1916194, 36.4221774 34.1911224, 36.4217162 34.1905367, 36.422317 34.1897536, 36.4232128 34.1905301))",0.01978187179254936,Wikimapia
152,مخيم جسور الخير,31051524,,34.190195,36.4252995,,"POLYGON ((36.4247202 34.189525, 36.4250206 34.1893742, 36.4254713 34.1894962, 36.4258575 34.1899267, 36.4258788 34.1909271, 36.425514 34.1910159, 36.425235 34.1905899, 36.4248917 34.1900042, 36.4247202 34.189525))",0.01741192279343274,Wikimapia
153,مخيم الحصن,31028481,,34.1799875,36.4331933,,"POLYGON ((36.4322975 34.1797145, 36.4324664 34.1799675, 36.4332067 34.1805156, 36.4335286 34.1804712, 36.4340892 34.1799764, 36.4334481 34.1795437, 36.4331048 34.1796879, 36.4327347 34.1794594, 36.4322975 34.1797145))",0.015883414332242905,Wikimapia
154,مخيم الرحمن,31042901,,34.190296,36.4210241,,"POLYGON ((36.420249 34.1899344, 36.4204206 34.1895839, 36.4210723 34.1903503, 36.4215042 34.1902384, 36.4217993 34.1907775, 36.4211985 34.1910082, 36.420249 34.1899344))",0.0115305306279902,Wikimapia
155,مخيم المصري,31042510,,34.1873008,36.4376592,,"POLYGON ((36.4372891 34.1874717, 36.4374875 34.1875404, 36.4376136 34.1875915, 36.4377853 34.1876514, 36.4380293 34.1871477, 36.4375358 34.1869503, 36.4372891 34.1874717))",0.004490053814920587,Wikimapia
156,St. Jacques Plaza,2200565,,33.8949139,35.5426423,,"POLYGON ((35.5415708 33.8944775, 35.5421529 33.8956576, 35.5437139 33.8952486, 35.5429494 33.8941703, 35.5415708 33.8944775))",0.028377226998485005,Wikimapia
